green_trees,green_tree,,,,,,,,,,,,,,,,,,,,,,,big_tree,,,,,,,,,,,,gravel_road,,,,,,,green_tree,,,,gravel_road,,,green_tree,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,,,,,green_tree,,,,,,,,green_tree,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,green_tree,,,big_tree,,,,,green_tree,,,,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,,green_tree,,,,,,,green_tree,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,green_tree,,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,green_tree,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,green_tree,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,big_tree,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,green_tree,,,,,,,,,,,green_tree,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,,,green_tree,,,,,,gravel_road,,,,,,,,,gravel_road,,,,green_tree,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,big_tree,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,green_tree,gravel_road,,,,,,,,,green_tree,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,green_tree,,,,,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,green_tree,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,green_tree,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,green_tree,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,green_tree,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,green_tree,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,green_tree,,,,,,gravel_road,,,,green_tree,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,green_tree,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,,gravel_road,,,,,,,,green_tree,,,gravel_road,,big_tree,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,,,,green_tree,,,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,,,,,,green_tree,,,gravel_road,,,,,,,,,,green_tree,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,green_tree,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,,,,,green_tree,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,big_tree,,,,,,green_tree,,,,,,,,,green_tree,gravel_road,,,,,,,,,gravel_road,,,,,,,,,,,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,snow_trees,snow_trees,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,big_tree,,,,,,,,,,,,,,big_tree,,big_tree,,,,,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,gravel_road,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,snow_trees,snow_trees,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,green_tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green_tree,,,,,,,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,snow_trees,snow_trees,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,green_tree,,,,,,,,,,,,,,,,,,,,,,,,,,green_tree,,,,,,,,,,,,,,,,,,,,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,snow_trees,snow_trees,rock_mountains,rock_mountains,snow_trees,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,,,,,,,,,,,,green_tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,snow_trees,snow_trees,rock_mountains,rock_mountains,snow_trees,rock_mountains,rock_mountains,rock_mountains
grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow,snow,snow,snow,snow,snow,snow,snow,snow,snow
green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,green_trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravel_road,,snow_trees,snow_trees,rock_mountains,rock_mountains,snow_trees,rock_mountains,rock_mountains,rock_mountains
